00001,246,390,462,1086
00002,230,390,462,1086
00003,163,390,515,1086
00004,101,396,589,1084
00005,62,389,622,1085
00006,73,393,625,1081
00007,93,389,621,1085
00008,117,395,621,1083
00009,69,393,629,1089
00010,62,390,638,1086
00011,92,390,644,1086
00012,90,389,682,1085
00013,83,389,691,1085
00014,78,382,678,1086
00015,57,381,681,1085
00016,47,382,703,1086
00017,33,382,705,1086
00018,29,382,677,1086
00019,28,382,636,1086
00020,38,387,638,1083
00021,19,386,651,1082
00022,24,386,648,1082
00023,8,388,672,1084
00024,0,384,704,1088
00025,10,382,698,1086
00026,46,381,678,1085
00027,47,383,679,1087
00028,57,383,689,1087
00029,43,391,691,1087
00030,27,390,683,1086
00031,21,390,701,1086
00032,5,382,719,1086
00033,0,382,712,1086
00034,0,382,696,1086
00035,13,382,653,1086
00036,46,390,662,1086
00037,38,390,678,1086
00038,19,398,691,1086
00039,35,406,691,1086
00040,44,420,676,1092
00041,15,431,671,1087
00042,2,443,674,1091
00043,19,443,683,1091
00044,54,426,678,1090
00045,83,406,659,1086
00046,45,391,645,1087
00047,4,379,636,1075
00048,2,315,658,1091
00049,0,237,680,1101
00050,0,207,672,1111
00051,0,202,664,1130
00052,0,203,648,1115
00053,2,242,618,1106
00054,15,302,567,1102
00055,21,351,573,1103
00056,20,411,572,1099
00057,9,409,529,1097
00058,35,410,531,1090
00059,30,414,534,1086
00060,31,413,487,1085
00061,38,413,462,1085
00062,64,410,432,1082
00063,95,412,415,1084
00064,59,415,395,1087
00065,35,421,427,1085
00066,24,422,432,1086
00067,23,430,439,1086
00068,27,439,467,1087
00069,32,425,480,1089
00070,31,393,479,1089
00071,34,370,474,1090
00072,38,354,462,1090
00073,54,345,446,1089
00074,40,328,432,1088
00075,58,321,434,1089
00076,82,313,434,1089
00077,139,304,435,1088
00078,188,319,452,1087
00079,174,336,454,1088
00080,151,336,455,1088
00081,109,357,469,1085
00082,46,395,502,1083
00083,3,393,515,1073
00084,90,293,482,1069
00085,105,265,441,1073
00086,93,267,397,1075
00087,79,259,359,1075
00088,77,268,357,1076
00089,72,278,376,1086
00090,71,289,407,1081
00091,78,300,430,1076
00092,89,322,473,1074
00093,108,360,492,1072
00094,124,382,556,1086
00095,148,405,620,1085
00096,160,439,664,1087
00097,158,449,686,1089
00098,155,445,691,1085
00099,155,390,667,1086
00100,172,375,644,1087
00101,199,350,639,1086
00102,231,335,639,1087
00103,251,311,635,1087
00104,260,287,628,1087
00105,270,271,622,1087
00106,275,263,619,1087
00107,290,278,610,1086
00108,287,286,591,1086
00109,291,310,571,1086
00110,287,317,559,1085
00111,285,355,533,1083
00112,280,382,520,1086
00113,276,406,500,1086
00114,251,430,483,1086
00115,252,438,484,1086
00116,238,438,494,1086
00117,231,431,503,1087
00118,206,414,510,1086
00119,185,390,513,1086
00120,179,367,515,1087
00121,179,366,515,1086
00122,185,349,513,1085
00123,190,341,510,1085
00124,202,348,506,1084
00125,214,341,502,1085
00126,218,334,498,1086
00127,220,326,492,1086
00128,227,318,491,1086
00129,229,310,493,1086
00130,230,302,494,1086
00131,233,302,497,1086
00132,242,294,498,1086
00133,244,294,500,1086
00134,245,294,501,1086
00135,249,286,513,1086
00136,252,286,532,1086
00137,256,286,536,1086
00138,254,319,542,1087
00139,252,334,540,1086
00140,256,334,536,1086
00141,261,365,541,1085
00142,214,423,550,1087
00143,176,423,552,1087
00144,158,423,550,1087
00145,176,424,544,1088
00146,283,424,531,1088
00147,278,424,542,1088
00148,281,425,625,1089
00149,294,428,670,1084
00150,294,420,606,1084
00151,291,421,547,1085
00152,286,428,574,1084
00153,284,426,604,1082
00154,264,429,608,1077
00155,222,426,590,1074
00156,215,419,591,1083
00157,209,394,593,1090
00158,206,362,606,1090
00159,212,337,628,1089
00160,198,318,630,1086
00161,180,328,628,1088
00162,178,312,610,1088
00163,159,305,591,1089
00164,153,313,585,1089
00165,141,330,573,1090
00166,142,337,566,1089
00167,144,345,544,1089
00168,148,354,532,1090
00169,151,362,527,1090
00170,150,378,518,1090
00171,154,402,538,1090
00172,152,409,560,1089
00173,150,409,574,1089
00174,142,409,590,1089
00175,119,409,591,1089
00176,104,409,576,1089
00177,121,410,545,1090
00178,127,410,503,1090
00179,142,416,494,1088
00180,159,414,495,1086
00181,152,416,496,1088
00182,152,425,496,1089
00183,155,424,491,1088
00184,160,426,488,1090
00185,160,434,488,1090
00186,160,442,496,1090
00187,172,450,500,1090
00188,176,465,504,1089
00189,183,465,519,1089
00190,170,433,522,1089
00191,151,409,527,1089
00192,141,393,533,1089
00193,137,377,537,1089
00194,134,369,542,1089
00195,130,361,546,1089
00196,131,352,547,1088
00197,118,351,550,1087
00198,122,345,554,1089
00199,173,336,557,1088
00200,223,329,559,1089
00201,226,320,562,1088
00202,226,320,562,1088
00203,226,312,562,1088
00204,222,312,558,1088
00205,220,303,556,1087
00206,201,299,553,1083
00207,137,321,545,1089
00208,79,361,535,1089
00209,38,408,566,1080
00210,0,410,576,1082
00211,0,412,568,1084
00212,0,416,504,1088
00213,0,422,432,1086
00214,0,429,400,1085
00215,0,441,344,1089
00216,0,446,328,1086
00217,0,454,328,1086
00218,0,457,360,1089
00219,0,461,416,1085
00220,0,462,448,1086
00221,0,461,488,1085
00222,3,454,507,1086
00223,38,448,526,1088
00224,87,447,567,1087
00225,33,446,641,1086
00226,14,440,646,1088
00227,40,430,576,1086
00228,60,428,580,1084
00229,99,420,571,1084
00230,168,414,616,1086
00231,135,393,719,1081
00232,127,359,719,1079
00233,151,334,719,1078
00234,207,297,719,1081
00235,185,290,689,1082
00236,167,298,679,1082
00237,131,312,699,1088
00238,52,336,700,1088
00239,9,359,681,1087
00240,0,396,656,1084
00241,0,412,656,1084
00242,0,431,672,1087
00243,21,431,669,1087
00244,59,439,643,1087
00245,33,441,633,1089
00246,5,449,637,1089
00247,0,461,648,1085
00248,5,465,653,1089
00249,40,474,648,1090
00250,44,466,620,1090
00251,41,458,577,1090
00252,66,440,522,1088
00253,106,413,498,1085
00254,7,380,479,1084
00255,0,373,504,1085
00256,0,389,528,1085
00257,0,405,544,1085
00258,0,406,544,1086
00259,0,398,528,1086
00260,0,373,504,1085
00261,0,340,472,1084
00262,0,318,456,1086
00263,0,301,456,1085
00264,28,287,444,1087
00265,62,287,446,1087
00266,88,294,448,1086
00267,114,293,450,1085
00268,156,301,452,1085
00269,185,309,457,1085
00270,188,323,460,1083
00271,188,323,460,1083
00272,167,333,463,1085
00273,160,343,464,1087
00274,145,350,465,1086
00275,138,360,466,1088
00276,140,376,468,1088
00277,134,385,470,1089
00278,136,399,472,1087
00279,130,422,474,1086
00280,123,422,475,1086
00281,110,422,478,1086
00282,111,422,479,1086
00283,107,422,499,1086
00284,92,422,524,1086
00285,84,421,524,1085
00286,86,413,518,1085
00287,92,332,652,1084
00288,135,320,647,1088
00289,220,328,644,1088
00290,206,329,638,1089
00291,197,337,629,1089
00292,194,337,618,1089
00293,184,345,600,1089
00294,189,353,589,1089
00295,184,353,576,1089
00296,191,365,559,1085
00297,196,373,548,1085
00298,204,381,532,1085
00299,219,389,523,1085
00300,234,389,514,1085
00301,248,396,512,1084
00302,256,411,512,1083
00303,257,418,513,1082
00304,258,417,514,1081
00305,256,415,520,1079
00306,250,418,538,1082
00307,246,413,550,1077
00308,240,413,560,1077
00309,219,406,579,1078
00310,218,407,618,1079
00311,231,408,639,1080
00312,284,407,636,1079
00313,322,407,634,1079
00314,276,409,612,1081
00315,215,409,567,1081
00316,200,415,552,1079
00317,145,415,537,1079
00318,109,415,533,1079
00319,119,416,535,1080
00320,113,415,537,1079
00321,128,416,536,1080
00322,157,420,533,1076
00323,199,423,527,1079
00324,225,421,513,1077
00325,232,421,512,1077
00326,222,427,526,1083
00327,145,419,601,1083
00328,84,418,652,1082
00329,70,425,702,1089
00330,120,410,696,1090
00331,179,374,691,1086
00332,206,327,694,1087
00333,216,310,664,1086
00334,218,325,610,1085
00335,188,340,596,1084
00336,133,365,637,1085
00337,87,388,639,1084
00338,48,409,616,1081
00339,35,409,579,1081
00340,62,414,590,1078
00341,117,415,589,1079
00342,153,423,609,1079
00343,155,426,659,1074
00344,150,428,694,1076
00345,103,423,719,1079
00346,103,422,719,1078
00347,127,415,719,1079
00348,199,411,719,1083
00349,199,406,719,1086
00350,199,403,711,1083
00351,213,404,701,1084
00352,196,406,708,1086
00353,127,406,719,1078
00354,52,411,716,1083
00355,59,411,635,1083
00356,58,410,626,1082
00357,66,408,634,1080
00358,86,409,638,1081
00359,102,402,638,1082
00360,103,402,639,1082
00361,101,403,645,1083
00362,88,405,656,1085
00363,77,405,661,1085
00364,73,402,665,1082
00365,67,402,667,1082
00366,63,402,719,1082
00367,63,402,719,1082
00368,55,402,719,1082
00369,63,402,719,1082
00370,71,402,719,1082
00371,71,402,719,1082
00372,71,394,719,1082
00373,87,397,719,1085
00374,103,398,719,1086
00375,111,397,719,1085
00376,120,397,704,1085
00377,144,394,672,1082
00378,148,394,660,1082
00379,146,392,650,1080
00380,147,389,651,1077
00381,167,385,663,1081
00382,134,387,670,1083
00383,127,386,679,1082
00384,23,380,719,1084
00385,23,379,719,1083
